param,neural_std,mle_std,neural_mean,mle_mean
mu,0.011343862310245265,0.04201941931175855,-0.0033796376703927916,6.519866453428384e-05
sigma,0.008742003114473415,0.010842743551044904,0.031002540017167728,0.03352636684434784
lambda,12.726192178119828,7.855844048495726,61.94749247233073,15.0
mu_J,0.0006429601845417182,0.0015184503598467919,0.00015090824842142563,-2.1288006973918527e-05
sigma_J,0.0006113991637303308,0.001462726144426472,0.0021968861498559513,0.003948623361065984
