day,method,obs_idx
2024-03-27,lee_mykland,56578
2024-03-27,lee_mykland,57169
2024-03-27,lee_mykland,57355
2024-03-27,lee_mykland,57560
2024-03-27,lee_mykland,58222
2024-03-27,lee_mykland,58231
2024-03-27,lee_mykland,58415
2024-03-27,lee_mykland,58418
2024-03-27,lee_mykland,58431
2024-03-27,lee_mykland,59201
2024-03-27,lee_mykland,59721
2024-03-27,lee_mykland,59778
2024-03-27,lee_mykland,59817
2024-03-27,lee_mykland,60228
2024-03-27,lee_mykland,60301
2024-03-27,lee_mykland,60312
2024-03-27,lee_mykland,60421
2024-03-27,lee_mykland,60448
2024-03-27,lee_mykland,60452
2024-03-27,lee_mykland,60533
2024-03-27,lee_mykland,60672
2024-03-27,lee_mykland,60843
2024-03-27,lee_mykland,60969
2024-03-27,lee_mykland,61110
2024-03-27,lee_mykland,61161
2024-03-27,lee_mykland,61500
2024-03-27,lee_mykland,61671
2024-03-27,lee_mykland,62027
2024-03-27,lee_mykland,62104
2024-03-27,lee_mykland,62210
2024-03-27,lee_mykland,62227
2024-03-27,lee_mykland,62788
2024-03-27,lee_mykland,62830
2024-03-27,lee_mykland,62841
2024-03-27,lee_mykland,63004
2024-03-27,lee_mykland,63065
2024-03-27,lee_mykland,63067
2024-03-27,lee_mykland,63070
2024-03-27,lee_mykland,63071
2024-03-27,lee_mykland,63084
2024-03-27,lee_mykland,63269
2024-03-27,lee_mykland,63423
2024-03-27,lee_mykland,63536
2024-03-27,lee_mykland,63547
2024-03-27,lee_mykland,63548
2024-03-27,lee_mykland,63641
2024-03-27,lee_mykland,63838
2024-03-27,lee_mykland,63904
2024-03-27,lee_mykland,63905
2024-03-27,lee_mykland,63970
2024-03-27,lee_mykland,64176
2024-03-27,lee_mykland,64301
2024-03-27,lee_mykland,64302
2024-03-27,lee_mykland,64464
2024-03-27,lee_mykland,64602
2024-03-27,lee_mykland,64608
2024-03-27,lee_mykland,64660
2024-03-27,lee_mykland,64682
2024-03-27,lee_mykland,64691
2024-03-27,lee_mykland,64805
2024-03-27,lee_mykland,64899
2024-03-27,lee_mykland,64908
2024-03-27,lee_mykland,65179
2024-03-27,lee_mykland,65590
2024-03-27,lee_mykland,66026
2024-03-27,lee_mykland,66619
2024-03-27,lee_mykland,67054
2024-03-27,lee_mykland,67154
2024-03-27,lee_mykland,67446
2024-03-27,lee_mykland,67906
2024-03-27,lee_mykland,68113
2024-03-27,lee_mykland,68129
2024-03-27,lee_mykland,68701
2024-03-27,lee_mykland,69005
2024-03-27,lee_mykland,69016
2024-03-27,lee_mykland,69280
2024-03-27,lee_mykland,69951
2024-03-27,lee_mykland,70220
2024-03-27,lee_mykland,70331
2024-03-27,lee_mykland,70725
2024-03-27,lee_mykland,70760
2024-03-27,lee_mykland,71260
2024-03-27,lee_mykland,71422
2024-03-27,lee_mykland,71526
2024-03-27,lee_mykland,71672
2024-03-27,lee_mykland,71830
2024-03-27,lee_mykland,71979
2024-03-27,lee_mykland,72089
2024-03-27,lee_mykland,72095
2024-03-27,lee_mykland,72338
2024-03-27,lee_mykland,72352
2024-03-27,lee_mykland,72364
2024-03-27,lee_mykland,72474
2024-03-27,lee_mykland,72478
2024-03-27,lee_mykland,72665
2024-03-27,lee_mykland,72969
2024-03-27,lee_mykland,73041
2024-03-27,lee_mykland,73164
2024-03-27,lee_mykland,73196
2024-03-27,lee_mykland,73337
2024-03-27,lee_mykland,73357
2024-03-27,lee_mykland,73359
2024-03-27,lee_mykland,73360
2024-03-27,lee_mykland,73365
2024-03-27,lee_mykland,73367
2024-03-27,lee_mykland,73455
2024-03-27,lee_mykland,73481
2024-03-27,lee_mykland,73590
2024-03-27,lee_mykland,73591
2024-03-27,lee_mykland,74032
2024-03-27,lee_mykland,74111
2024-03-27,lee_mykland,74175
2024-03-27,lee_mykland,74177
2024-03-27,lee_mykland,74661
2024-03-27,lee_mykland,74721
2024-03-27,lee_mykland,74745
2024-03-27,lee_mykland,74913
2024-03-27,lee_mykland,74929
2024-03-27,lee_mykland,74992
2024-03-27,lee_mykland,75070
2024-03-27,lee_mykland,75448
2024-03-27,lee_mykland,75512
2024-03-27,lee_mykland,75570
2024-03-27,lee_mykland,75900
2024-03-27,lee_mykland,75901
2024-03-27,lee_mykland,75930
2024-03-27,lee_mykland,76011
2024-03-27,lee_mykland,76072
2024-03-27,lee_mykland,76105
2024-03-27,lee_mykland,76129
2024-03-27,lee_mykland,76337
2024-03-27,lee_mykland,76422
2024-03-27,lee_mykland,76447
2024-03-27,lee_mykland,76455
2024-03-27,lee_mykland,76465
2024-03-27,lee_mykland,76504
2024-03-27,lee_mykland,76529
2024-03-27,lee_mykland,76672
2024-03-27,lee_mykland,76705
2024-03-27,lee_mykland,76770
2024-03-27,lee_mykland,76832
2024-03-27,lee_mykland,76844
2024-03-27,lee_mykland,76901
2024-03-27,lee_mykland,76967
2024-03-27,lee_mykland,77086
2024-03-27,lee_mykland,77254
2024-03-27,lee_mykland,77398
2024-03-27,lee_mykland,77400
2024-03-27,lee_mykland,77404
2024-03-27,lee_mykland,77405
2024-03-27,lee_mykland,77408
2024-03-27,lee_mykland,77411
2024-03-27,lee_mykland,77418
2024-03-27,lee_mykland,77419
2024-03-27,lee_mykland,77422
2024-03-27,lee_mykland,77446
2024-03-27,lee_mykland,77505
2024-03-27,lee_mykland,77537
2024-03-27,lee_mykland,77538
2024-03-27,lee_mykland,77544
2024-03-27,lee_mykland,77623
2024-03-27,lee_mykland,77781
2024-03-27,lee_mykland,77862
2024-03-27,lee_mykland,77902
2024-03-27,lee_mykland,77945
2024-03-27,lee_mykland,77947
2024-03-27,lee_mykland,77948
2024-03-27,lee_mykland,77963
2024-03-27,lee_mykland,77973
2024-03-27,lee_mykland,77983
2024-03-27,lee_mykland,78010
2024-03-27,lee_mykland,78067
2024-03-27,lee_mykland,78202
2024-03-27,lee_mykland,78240
2024-03-27,lee_mykland,78304
2024-03-27,lee_mykland,78305
2024-03-27,lee_mykland,78307
2024-03-27,lee_mykland,78309
2024-03-27,lee_mykland,78325
2024-03-27,lee_mykland,78351
2024-03-27,lee_mykland,78354
2024-03-27,lee_mykland,78364
2024-03-27,lee_mykland,78365
2024-03-27,lee_mykland,78375
2024-03-27,lee_mykland,78607
2024-03-27,lee_mykland,78610
2024-03-27,lee_mykland,78612
2024-03-27,lee_mykland,78651
2024-03-27,lee_mykland,78661
2024-03-27,lee_mykland,78662
2024-03-27,lee_mykland,78670
2024-03-27,lee_mykland,78671
2024-03-27,lee_mykland,78675
2024-03-27,lee_mykland,78677
2024-03-27,lee_mykland,78678
2024-03-27,lee_mykland,78724
2024-03-27,lee_mykland,78744
2024-03-27,lee_mykland,78745
2024-03-27,lee_mykland,78748
2024-03-27,lee_mykland,78749
2024-03-27,lee_mykland,78754
2024-03-27,lee_mykland,78759
2024-03-27,lee_mykland,78766
2024-03-27,lee_mykland,78772
2024-03-27,lee_mykland,78797
2024-03-27,lee_mykland,78835
2024-03-27,lee_mykland,78858
2024-03-27,lee_mykland,78956
2024-03-27,lee_mykland,78968
2024-03-27,lee_mykland,78975
2024-03-27,lee_mykland,78977
2024-03-27,lee_mykland,78979
2024-03-27,lee_mykland,79245
2024-03-27,lee_mykland,79254
2024-03-27,lee_mykland,79259
2024-03-27,lee_mykland,79345
2024-03-27,lee_mykland,79362
2024-03-27,lee_mykland,79388
2024-03-27,lee_mykland,79390
2024-03-27,lee_mykland,79394
2024-03-27,lee_mykland,79395
2024-03-27,lee_mykland,79528
2024-03-27,lee_mykland,79536
2024-03-27,lee_mykland,79564
2024-03-27,lee_mykland,79620
2024-03-27,lee_mykland,79660
2024-03-27,lee_mykland,79667
2024-03-27,lee_mykland,79717
2024-03-27,lee_mykland,79737
2024-03-27,lee_mykland,79806
2024-03-27,lee_mykland,79819
2024-03-27,lee_mykland,79845
2024-03-27,lee_mykland,79927
2024-03-27,lee_mykland,79940
2024-03-27,lee_mykland,79972
2024-03-27,lee_mykland,80046
2024-03-27,lee_mykland,80047
2024-03-27,lee_mykland,80048
2024-03-27,lee_mykland,80114
2024-03-27,lee_mykland,80142
2024-03-27,lee_mykland,80160
2024-03-27,lee_mykland,80236
2024-03-27,lee_mykland,80263
2024-03-27,lee_mykland,80425
2024-03-27,lee_mykland,80465
2024-03-27,lee_mykland,80469
2024-03-27,lee_mykland,80509
2024-03-27,lee_mykland,80530
2024-03-27,lee_mykland,80537
2024-03-27,lee_mykland,80744
2024-03-27,lee_mykland,80816
2024-03-27,lee_mykland,80883
2024-03-27,lee_mykland,80895
2024-03-27,lee_mykland,80909
2024-03-27,lee_mykland,80942
2024-03-27,lee_mykland,80946
2024-03-27,lee_mykland,80961
2024-03-27,lee_mykland,80962
2024-03-27,lee_mykland,80973
2024-03-27,lee_mykland,80996
2024-03-27,lee_mykland,81000
2024-03-27,lee_mykland,81062
2024-03-27,lee_mykland,81065
2024-03-27,lee_mykland,81080
2024-03-27,lee_mykland,81307
2024-03-27,lee_mykland,81312
2024-03-27,lee_mykland,81347
2024-03-27,lee_mykland,81407
2024-03-27,lee_mykland,81432
2024-03-27,lee_mykland,81452
2024-03-27,lee_mykland,81468
2024-03-27,lee_mykland,81549
2024-03-27,lee_mykland,81579
2024-03-27,lee_mykland,81971
2024-03-27,lee_mykland,82049
2024-03-27,lee_mykland,82100
2024-03-27,lee_mykland,82224
2024-03-27,lee_mykland,82264
2024-03-27,lee_mykland,82565
2024-03-27,lee_mykland,82583
2024-03-27,lee_mykland,82731
2024-03-27,lee_mykland,82741
2024-03-27,lee_mykland,82806
2024-03-27,lee_mykland,82808
2024-03-27,lee_mykland,82812
2024-03-27,lee_mykland,82942
2024-03-27,lee_mykland,83118
2024-03-27,lee_mykland,83336
2024-03-27,lee_mykland,83407
2024-03-27,lee_mykland,83578
2024-03-27,lee_mykland,83591
2024-03-27,lee_mykland,83645
2024-03-27,lee_mykland,83706
2024-03-27,lee_mykland,83719
2024-03-27,lee_mykland,83784
2024-03-27,lee_mykland,84071
2024-03-27,lee_mykland,84072
2024-03-27,lee_mykland,84075
2024-03-27,lee_mykland,84077
2024-03-27,lee_mykland,84138
2024-03-27,lee_mykland,84412
2024-03-27,lee_mykland,84422
2024-03-27,lee_mykland,84423
2024-03-27,lee_mykland,84424
2024-03-27,lee_mykland,84451
2024-03-27,lee_mykland,84555
2024-03-27,lee_mykland,84713
2024-03-27,lee_mykland,84725
2024-03-27,lee_mykland,84729
2024-03-27,lee_mykland,84741
2024-03-27,lee_mykland,84747
2024-03-27,lee_mykland,84750
2024-03-27,lee_mykland,84756
2024-03-27,lee_mykland,84774
2024-03-27,lee_mykland,84780
2024-03-27,lee_mykland,84792
2024-03-27,lee_mykland,84920
2024-03-27,lee_mykland,85003
2024-03-27,lee_mykland,85058
2024-03-27,lee_mykland,85064
2024-03-27,lee_mykland,85226
2024-03-27,lee_mykland,85412
2024-03-27,lee_mykland,85444
2024-03-27,lee_mykland,85504
2024-03-27,lee_mykland,85582
2024-03-27,lee_mykland,85704
2024-03-27,lee_mykland,85721
2024-03-27,lee_mykland,85724
2024-03-27,lee_mykland,85728
2024-03-27,lee_mykland,85734
2024-03-27,lee_mykland,85741
2024-03-27,lee_mykland,85745
2024-03-27,lee_mykland,85748
2024-03-27,lee_mykland,85757
2024-03-27,lee_mykland,85790
2024-03-27,lee_mykland,85863
2024-03-27,lee_mykland,85888
2024-03-27,lee_mykland,86059
2024-03-27,lee_mykland,86168
2024-03-27,lee_mykland,86229
2024-03-27,lee_mykland,86230
2024-03-27,lomn_xgb,6996
2024-03-27,lomn_xgb,26752
2024-03-27,lomn_xgb,32824
2024-03-27,lomn_xgb,33440
2024-03-27,lomn_xgb,46904
2024-03-27,lomn_xgb,46992
2024-03-27,lomn_xgb,47036
2024-03-27,lomn_xgb,47080
2024-03-27,lomn_xgb,47168
2024-03-27,lomn_xgb,47476
2024-03-27,lomn_xgb,47740
2024-03-27,lomn_xgb,48532
2024-03-27,lomn_xgb,48576
2024-03-27,lomn_xgb,48664
2024-03-27,lomn_xgb,48884
2024-03-27,lomn_xgb,48928
2024-03-27,lomn_xgb,49192
2024-03-27,lomn_xgb,49236
2024-03-27,lomn_xgb,49456
2024-03-27,lomn_xgb,49500
2024-03-27,lomn_xgb,49544
2024-03-27,lomn_xgb,49588
2024-03-27,lomn_xgb,49632
2024-03-27,lomn_xgb,49720
2024-03-27,lomn_xgb,49808
2024-03-27,lomn_xgb,49896
2024-03-27,lomn_xgb,49984
2024-03-27,lomn_xgb,50028
2024-03-27,lomn_xgb,50336
2024-03-27,lomn_xgb,50468
2024-03-27,lomn_xgb,50512
2024-03-27,lomn_xgb,50556
2024-03-27,lomn_xgb,50600
2024-03-27,lomn_xgb,50644
2024-03-27,lomn_xgb,50776
2024-03-27,lomn_xgb,50908
2024-03-27,lomn_xgb,51084
2024-03-27,lomn_xgb,51128
2024-03-27,lomn_xgb,51172
2024-03-27,lomn_xgb,51216
2024-03-27,lomn_xgb,51260
2024-03-27,lomn_xgb,51304
2024-03-27,lomn_xgb,51348
2024-03-27,lomn_xgb,51392
2024-03-27,lomn_xgb,51436
2024-03-27,lomn_xgb,51524
2024-03-27,lomn_xgb,51568
2024-03-27,lomn_xgb,51656
2024-03-27,lomn_xgb,51832
2024-03-27,lomn_xgb,51920
2024-03-27,lomn_xgb,52228
2024-03-27,lomn_xgb,52316
2024-03-27,lomn_xgb,52360
2024-03-27,lomn_xgb,52492
2024-03-27,lomn_xgb,52756
2024-03-27,lomn_xgb,53240
2024-03-27,lomn_xgb,53504
2024-03-27,lomn_xgb,54736
2024-03-27,lomn_xgb,54868
2024-03-27,lomn_xgb,54912
2024-03-27,lomn_xgb,55044
2024-03-27,lomn_xgb,55176
2024-03-27,lomn_xgb,55484
2024-03-27,lomn_xgb,55528
2024-03-27,lomn_xgb,55880
2024-03-27,lomn_xgb,56012
2024-03-27,lomn_xgb,56584
2024-03-27,lomn_xgb,57332
2024-03-27,lomn_xgb,57684
2024-03-27,lomn_xgb,58080
2024-03-27,lomn_xgb,58212
2024-03-27,lomn_xgb,58344
2024-03-27,lomn_xgb,58388
2024-03-27,lomn_xgb,58432
2024-03-27,lomn_xgb,58608
2024-03-27,lomn_xgb,58828
2024-03-27,lomn_xgb,59180
2024-03-27,lomn_xgb,59268
2024-03-27,lomn_xgb,64680
2024-03-27,lomn_xgb,64856
2024-03-27,lomn_xgb,65120
2024-03-27,lomn_xgb,65604
2024-03-27,lomn_xgb,65736
2024-03-27,lomn_xgb,66000
2024-03-27,lomn_xgb,66836
2024-03-27,lomn_xgb,68112
2024-03-27,lomn_xgb,69300
2024-03-27,lomn_xgb,73568
2024-03-27,lomn_xgb,78936
2024-03-27,lomn_xgb,85756
2024-03-27,lomn_xgb,85888
2024-03-27,lomn_xgb,86064
2024-03-27,pure_ml,2376
2024-03-27,pure_ml,46992
2024-03-27,pure_ml,47036
2024-03-27,pure_ml,47080
2024-03-27,pure_ml,47476
2024-03-27,pure_ml,47740
2024-03-27,pure_ml,47784
2024-03-27,pure_ml,48576
2024-03-27,pure_ml,48664
2024-03-27,pure_ml,48884
2024-03-27,pure_ml,48928
2024-03-27,pure_ml,48972
2024-03-27,pure_ml,49192
2024-03-27,pure_ml,49236
2024-03-27,pure_ml,49456
2024-03-27,pure_ml,49500
2024-03-27,pure_ml,49544
2024-03-27,pure_ml,49588
2024-03-27,pure_ml,49632
2024-03-27,pure_ml,49720
2024-03-27,pure_ml,49808
2024-03-27,pure_ml,49984
2024-03-27,pure_ml,50028
2024-03-27,pure_ml,50512
2024-03-27,pure_ml,50556
2024-03-27,pure_ml,50600
2024-03-27,pure_ml,50952
2024-03-27,pure_ml,51084
2024-03-27,pure_ml,51128
2024-03-27,pure_ml,51172
2024-03-27,pure_ml,51216
2024-03-27,pure_ml,51260
2024-03-27,pure_ml,51304
2024-03-27,pure_ml,51348
2024-03-27,pure_ml,51392
2024-03-27,pure_ml,51436
2024-03-27,pure_ml,51524
2024-03-27,pure_ml,51568
2024-03-27,pure_ml,51832
2024-03-27,pure_ml,51876
2024-03-27,pure_ml,52228
2024-03-27,pure_ml,52360
2024-03-27,pure_ml,52536
2024-03-27,pure_ml,54780
2024-03-27,pure_ml,54868
2024-03-27,pure_ml,55000
2024-03-27,pure_ml,55044
2024-03-27,pure_ml,55088
2024-03-27,pure_ml,55528
2024-03-27,pure_ml,55880
2024-03-27,pure_ml,58124
2024-03-27,pure_ml,58388
2024-03-27,pure_ml,58432
2024-03-27,pure_ml,58476
2024-03-27,pure_ml,58828
2024-03-27,pure_ml,59268
2024-03-27,pure_ml,64680
2024-03-27,pure_ml,65120
2024-03-27,pure_ml,67540
2024-03-27,pure_ml,68112
2024-03-27,pure_ml,86064
2024-03-28,raw_lomn,1188
2024-03-28,raw_lomn,5280
2024-03-28,raw_lomn,9108
2024-03-28,raw_lomn,9240
2024-03-28,raw_lomn,9592
2024-03-28,raw_lomn,10032
2024-03-28,raw_lomn,13024
2024-03-28,raw_lomn,16720
2024-03-28,raw_lomn,25564
2024-03-28,raw_lomn,25652
2024-03-28,raw_lomn,26224
2024-03-28,raw_lomn,29480
2024-03-28,raw_lomn,31592
2024-03-28,raw_lomn,46728
2024-03-28,raw_lomn,47740
2024-03-28,raw_lomn,47828
2024-03-28,raw_lomn,48224
2024-03-28,raw_lomn,48664
2024-03-28,raw_lomn,48796
2024-03-28,raw_lomn,48840
2024-03-28,raw_lomn,48972
2024-03-28,raw_lomn,49016
2024-03-28,raw_lomn,49060
2024-03-28,raw_lomn,51040
2024-03-28,raw_lomn,51568
2024-03-28,raw_lomn,52404
2024-03-28,raw_lomn,53108
2024-03-28,raw_lomn,55660
2024-03-28,raw_lomn,56012
2024-03-28,raw_lomn,57992
2024-03-28,raw_lomn,60896
2024-03-28,raw_lomn,63976
2024-03-28,raw_lomn,67540
2024-03-28,lee_mykland,274
2024-03-28,lee_mykland,406
2024-03-28,lee_mykland,416
2024-03-28,lee_mykland,561
2024-03-28,lee_mykland,627
2024-03-28,lee_mykland,679
2024-03-28,lee_mykland,948
2024-03-28,lee_mykland,971
2024-03-28,lee_mykland,972
2024-03-28,lee_mykland,990
2024-03-28,lee_mykland,995
2024-03-28,lee_mykland,1109
2024-03-28,lee_mykland,1177
2024-03-28,lee_mykland,1283
2024-03-28,lee_mykland,1298
2024-03-28,lee_mykland,1499
2024-03-28,lee_mykland,1868
2024-03-28,lee_mykland,1965
2024-03-28,lee_mykland,1986
2024-03-28,lee_mykland,2022
2024-03-28,lee_mykland,2107
2024-03-28,lee_mykland,2351
2024-03-28,lee_mykland,2439
2024-03-28,lee_mykland,2560
2024-03-28,lee_mykland,2572
2024-03-28,lee_mykland,2826
2024-03-28,lee_mykland,3268
2024-03-28,lee_mykland,3308
2024-03-28,lee_mykland,3477
2024-03-28,lee_mykland,3584
2024-03-28,lee_mykland,3602
2024-03-28,lee_mykland,3604
2024-03-28,lee_mykland,3775
2024-03-28,lee_mykland,3780
2024-03-28,lee_mykland,3790
2024-03-28,lee_mykland,3806
2024-03-28,lee_mykland,4178
2024-03-28,lee_mykland,4196
2024-03-28,lee_mykland,4222
2024-03-28,lee_mykland,4228
2024-03-28,lee_mykland,4270
2024-03-28,lee_mykland,4274
2024-03-28,lee_mykland,4512
2024-03-28,lee_mykland,4519
2024-03-28,lee_mykland,4638
2024-03-28,lee_mykland,4824
2024-03-28,lee_mykland,5105
2024-03-28,lee_mykland,5107
2024-03-28,lee_mykland,5181
2024-03-28,lee_mykland,5199
2024-03-28,lee_mykland,5219
2024-03-28,lee_mykland,5220
2024-03-28,lee_mykland,5287
2024-03-28,lee_mykland,5301
2024-03-28,lee_mykland,5302
2024-03-28,lee_mykland,5361
2024-03-28,lee_mykland,5737
2024-03-28,lee_mykland,5947
2024-03-28,lee_mykland,6041
2024-03-28,lee_mykland,6346
2024-03-28,lee_mykland,6604
2024-03-28,lee_mykland,6818
2024-03-28,lee_mykland,6984
2024-03-28,lee_mykland,7062
2024-03-28,lee_mykland,7205
2024-03-28,lee_mykland,7214
2024-03-28,lee_mykland,7215
2024-03-28,lee_mykland,7288
2024-03-28,lee_mykland,7300
2024-03-28,lee_mykland,7380
2024-03-28,lee_mykland,7461
2024-03-28,lee_mykland,7598
2024-03-28,lee_mykland,7840
2024-03-28,lee_mykland,7861
2024-03-28,lee_mykland,7962
2024-03-28,lee_mykland,7995
2024-03-28,lee_mykland,8102
2024-03-28,lee_mykland,8108
2024-03-28,lee_mykland,8130
2024-03-28,lee_mykland,8136
2024-03-28,lee_mykland,8286
2024-03-28,lee_mykland,8305
2024-03-28,lee_mykland,8332
2024-03-28,lee_mykland,8420
2024-03-28,lee_mykland,8709
2024-03-28,lee_mykland,8718
2024-03-28,lee_mykland,8764
2024-03-28,lee_mykland,8807
2024-03-28,lee_mykland,8836
2024-03-28,lee_mykland,8853
2024-03-28,lee_mykland,8940
2024-03-28,lee_mykland,8977
2024-03-28,lee_mykland,8978
2024-03-28,lee_mykland,9017
2024-03-28,lee_mykland,9026
2024-03-28,lee_mykland,9113
2024-03-28,lee_mykland,9123
2024-03-28,lee_mykland,9127
2024-03-28,lee_mykland,9139
2024-03-28,lee_mykland,9141
2024-03-28,lee_mykland,9614
2024-03-28,lee_mykland,9621
2024-03-28,lee_mykland,9630
2024-03-28,lee_mykland,9685
2024-03-28,lee_mykland,9729
2024-03-28,lee_mykland,9915
2024-03-28,lee_mykland,9931
2024-03-28,lee_mykland,9943
2024-03-28,lee_mykland,9952
2024-03-28,lee_mykland,10222
2024-03-28,lee_mykland,10807
2024-03-28,lee_mykland,10810
2024-03-28,lee_mykland,10894
2024-03-28,lee_mykland,11086
2024-03-28,lee_mykland,11121
2024-03-28,lee_mykland,11202
2024-03-28,lee_mykland,11227
2024-03-28,lee_mykland,11345
2024-03-28,lee_mykland,11440
2024-03-28,lee_mykland,11460
2024-03-28,lee_mykland,11462
2024-03-28,lee_mykland,11468
2024-03-28,lee_mykland,11525
2024-03-28,lee_mykland,11546
2024-03-28,lee_mykland,11548
2024-03-28,lee_mykland,11554
2024-03-28,lee_mykland,11563
2024-03-28,lee_mykland,11573
2024-03-28,lee_mykland,11650
2024-03-28,lee_mykland,11656
2024-03-28,lee_mykland,11694
2024-03-28,lee_mykland,11696
2024-03-28,lee_mykland,11730
2024-03-28,lee_mykland,11778
2024-03-28,lee_mykland,11779
2024-03-28,lee_mykland,11827
2024-03-28,lee_mykland,11828
2024-03-28,lee_mykland,11941
2024-03-28,lee_mykland,12349
2024-03-28,lee_mykland,12351
2024-03-28,lee_mykland,12361
2024-03-28,lee_mykland,12433
2024-03-28,lee_mykland,12453
2024-03-28,lee_mykland,12472
2024-03-28,lee_mykland,12476
2024-03-28,lee_mykland,12480
2024-03-28,lee_mykland,12482
2024-03-28,lee_mykland,12483
2024-03-28,lee_mykland,12520
2024-03-28,lee_mykland,12537
2024-03-28,lee_mykland,12602
2024-03-28,lee_mykland,12629
2024-03-28,lee_mykland,12636
2024-03-28,lee_mykland,12766
2024-03-28,lee_mykland,12771
2024-03-28,lee_mykland,13026
2024-03-28,lee_mykland,13144
2024-03-28,lee_mykland,13494
2024-03-28,lee_mykland,13514
2024-03-28,lee_mykland,13530
2024-03-28,lee_mykland,13550
2024-03-28,lee_mykland,13583
2024-03-28,lee_mykland,13626
2024-03-28,lee_mykland,13678
2024-03-28,lee_mykland,13698
2024-03-28,lee_mykland,13710
2024-03-28,lee_mykland,13715
2024-03-28,lee_mykland,13726
2024-03-28,lee_mykland,14224
2024-03-28,lee_mykland,14226
2024-03-28,lee_mykland,14242
2024-03-28,lee_mykland,14300
2024-03-28,lee_mykland,14368
2024-03-28,lee_mykland,14375
2024-03-28,lee_mykland,14609
2024-03-28,lee_mykland,14672
2024-03-28,lee_mykland,14676
2024-03-28,lee_mykland,14736
2024-03-28,lee_mykland,15081
2024-03-28,lee_mykland,15138
2024-03-28,lee_mykland,15140
2024-03-28,lee_mykland,15221
2024-03-28,lee_mykland,15287
2024-03-28,lee_mykland,15297
2024-03-28,lee_mykland,15303
2024-03-28,lee_mykland,15312
2024-03-28,lee_mykland,15313
2024-03-28,lee_mykland,15477
2024-03-28,lee_mykland,15480
2024-03-28,lee_mykland,15482
2024-03-28,lee_mykland,15749
2024-03-28,lee_mykland,15892
2024-03-28,lee_mykland,16061
2024-03-28,lee_mykland,16063
2024-03-28,lee_mykland,16066
2024-03-28,lee_mykland,16110
2024-03-28,lee_mykland,16112
2024-03-28,lee_mykland,16172
2024-03-28,lee_mykland,16180
2024-03-28,lee_mykland,16190
2024-03-28,lee_mykland,16195
2024-03-28,lee_mykland,16239
2024-03-28,lee_mykland,16246
2024-03-28,lee_mykland,16281
2024-03-28,lee_mykland,16312
2024-03-28,lee_mykland,16364
2024-03-28,lee_mykland,16393
2024-03-28,lee_mykland,16587
2024-03-28,lee_mykland,16693
2024-03-28,lee_mykland,16893
2024-03-28,lee_mykland,16926
2024-03-28,lee_mykland,17050
2024-03-28,lee_mykland,17167
2024-03-28,lee_mykland,17173
2024-03-28,lee_mykland,17214
2024-03-28,lee_mykland,17326
2024-03-28,lee_mykland,17361
2024-03-28,lee_mykland,17390
2024-03-28,lee_mykland,17403
2024-03-28,lee_mykland,17541
2024-03-28,lee_mykland,17675
2024-03-28,lee_mykland,17913
2024-03-28,lee_mykland,17919
2024-03-28,lee_mykland,17972
2024-03-28,lee_mykland,18008
2024-03-28,lee_mykland,18013
2024-03-28,lee_mykland,18058
2024-03-28,lee_mykland,18072
2024-03-28,lee_mykland,18138
2024-03-28,lee_mykland,18239
2024-03-28,lee_mykland,18300
2024-03-28,lee_mykland,18324
2024-03-28,lee_mykland,18331
2024-03-28,lee_mykland,18333
2024-03-28,lee_mykland,18352
2024-03-28,lee_mykland,18379
2024-03-28,lee_mykland,18456
2024-03-28,lee_mykland,18457
2024-03-28,lee_mykland,18606
2024-03-28,lee_mykland,18729
2024-03-28,lee_mykland,18730
2024-03-28,lee_mykland,18740
2024-03-28,lee_mykland,18744
2024-03-28,lee_mykland,19003
2024-03-28,lee_mykland,19014
2024-03-28,lee_mykland,19033
2024-03-28,lee_mykland,19073
2024-03-28,lee_mykland,19080
2024-03-28,lee_mykland,19105
2024-03-28,lee_mykland,19122
2024-03-28,lee_mykland,19189
2024-03-28,lee_mykland,19194
2024-03-28,lee_mykland,19224
2024-03-28,lee_mykland,19225
2024-03-28,lee_mykland,19232
2024-03-28,lee_mykland,19363
2024-03-28,lee_mykland,19378
2024-03-28,lee_mykland,19382
2024-03-28,lee_mykland,19383
2024-03-28,lee_mykland,19384
2024-03-28,lee_mykland,19385
2024-03-28,lee_mykland,19469
2024-03-28,lee_mykland,19770
2024-03-28,lee_mykland,19857
2024-03-28,lee_mykland,19872
2024-03-28,lee_mykland,19873
2024-03-28,lee_mykland,19919
2024-03-28,lee_mykland,20066
2024-03-28,lee_mykland,20087
2024-03-28,lee_mykland,20135
2024-03-28,lee_mykland,20143
2024-03-28,lee_mykland,20152
2024-03-28,lee_mykland,20207
2024-03-28,lee_mykland,20235
2024-03-28,lee_mykland,20306
2024-03-28,lee_mykland,20422
2024-03-28,lee_mykland,20567
2024-03-28,lee_mykland,20569
2024-03-28,lee_mykland,20577
2024-03-28,lee_mykland,20596
2024-03-28,lee_mykland,20772
2024-03-28,lee_mykland,20880
2024-03-28,lee_mykland,20942
2024-03-28,lee_mykland,20962
2024-03-28,lee_mykland,20963
2024-03-28,lee_mykland,20976
2024-03-28,lee_mykland,20983
2024-03-28,lee_mykland,20987
2024-03-28,lee_mykland,21017
2024-03-28,lee_mykland,21084
2024-03-28,lee_mykland,21085
2024-03-28,lee_mykland,21184
2024-03-28,lee_mykland,21232
2024-03-28,lee_mykland,21407
